4800000000,1.67761,-0.03549,2.38541,-0.00040,0.99966,0.00121,0.02600,
4850000000,1.75894,-0.03079,2.33108,-0.00046,0.99907,0.00122,0.04312,
4900000000,1.81017,-0.03457,2.34705,-0.00063,0.99853,0.00124,0.05412,
5000000000,1.96282,-0.03307,2.38647,-0.00077,0.99791,0.00132,0.06467,
5350000000,2.40010,-0.04398,2.54972,-0.00071,0.99871,0.00157,0.05084,
5500000000,2.53540,-0.04838,2.60830,-0.00065,0.99920,0.00165,0.03993,
5650000000,2.64570,-0.04986,2.67866,-0.00051,0.99953,0.00179,0.03075,
5700000000,2.65765,-0.05711,2.69376,-0.00080,0.99884,0.00183,0.04806,
5750000000,2.69009,-0.06241,2.70493,-0.00093,0.99836,0.00181,0.05727,
5850000000,2.79617,-0.06768,2.74154,-0.00086,0.99770,0.00169,0.06771,
6100000000,2.95776,-0.08757,2.87234,-0.00097,0.99709,0.00175,0.07616,
6700000000,2.81182,-0.11646,3.22381,-0.00055,0.99907,0.00193,0.04310,
6750000000,2.81626,-0.10153,3.21209,-0.00016,0.99999,0.00194,0.00493,
6800000000,2.81400,-0.09415,3.18848,0.00046,0.99972,0.00186,-0.02354,
6850000000,2.79105,-0.10391,3.18473,0.00054,0.99908,0.00188,-0.04288,
6900000000,2.73578,-0.09485,3.20296,0.00074,0.99844,0.00193,-0.05581,
6950000000,2.71348,-0.11136,3.21788,0.00073,0.99793,0.00200,-0.06433,
7600000000,2.57178,-0.09685,3.76441,0.00136,0.99819,0.00233,-0.06007,
7750000000,2.51578,-0.07618,3.86345,0.03015,0.99854,0.00410,-0.04460,
7850000000,2.43421,-0.09169,3.91688,0.05282,0.99799,0.00542,-0.03462,
8100000000,2.42348,-0.02280,4.11878,0.07140,0.99705,0.00547,-0.02765,
8700000000,2.60234,0.61844,4.67669,0.04901,0.99822,0.00343,-0.03387,
8750000000,2.48981,0.75149,4.65902,0.01503,0.99913,0.00204,-0.03893,
8800000000,2.37963,0.86509,4.63683,-0.01363,0.99901,0.00091,-0.04239,
8850000000,2.23206,0.96902,4.58624,-0.03261,0.99849,0.00015,-0.04425,
8950000000,1.90970,1.10381,4.44910,-0.05377,0.99753,-0.00079,-0.04529,
9450000000,1.70163,1.58008,4.57375,-0.05174,0.99771,-0.00116,-0.04355,
9800000000,1.13880,1.46751,3.81335,-0.06234,0.99743,-0.00208,-0.03530,
10000000000,1.11896,1.55508,3.78592,-0.07632,0.99650,-0.00168,-0.03406,
10750000000,1.06224,1.25282,3.91682,-0.03857,0.99830,0.00062,-0.04361,
10800000000,1.06466,1.26590,3.84168,-0.01166,0.99895,0.00144,-0.04430,
10850000000,1.07428,1.24982,3.75691,0.00665,0.99898,0.00198,-0.04456,
10950000000,1.07141,1.15836,3.71787,0.02990,0.99851,0.00287,-0.04550,
11200000000,1.07760,0.95759,3.70056,0.04601,0.99786,0.00345,-0.04625,
11700000000,1.09754,0.71344,3.70634,0.03223,0.99843,0.00276,-0.04564,
11850000000,1.08936,0.66383,3.65287,0.01771,0.99877,-0.01518,-0.04382,
11900000000,1.07571,0.60291,3.57356,0.01447,0.99845,-0.03282,-0.04255,
11950000000,1.06214,0.59905,3.55507,0.01260,0.99757,-0.05458,-0.04152,
12000000000,1.03607,0.57958,3.54827,0.01205,0.99600,-0.07851,-0.04088,
12050000000,1.03266,0.55506,3.53810,0.01159,0.99382,-0.10273,-0.04039,
12100000000,1.03159,0.52846,3.53313,0.01145,0.99120,-0.12566,-0.04002,
12150000000,1.02881,0.50658,3.53235,0.01163,0.98843,-0.14594,-0.03969,
12200000000,1.02636,0.48362,3.52976,0.01184,0.98572,-0.16326,-0.03943,
12250000000,1.02392,0.46149,3.52440,0.01177,0.98338,-0.17687,-0.03928,
12300000000,1.02036,0.43854,3.51770,0.01156,0.98162,-0.18645,-0.03912,
12400000000,1.01451,0.40897,3.51524,0.01177,0.98013,-0.19420,-0.03861,
12550000000,1.01029,0.38337,3.51236,0.01203,0.98187,-0.18534,-0.03788,
12650000000,1.00454,0.37282,3.51110,0.01204,0.98424,-0.17239,-0.03751,
12750000000,1.00238,0.38530,3.50292,0.01652,0.98644,-0.15904,-0.03691,
12850000000,0.99838,0.38429,3.49270,0.02232,0.98785,-0.14943,-0.03630,
13000000000,0.99218,0.36325,3.48390,0.02543,0.98906,-0.14073,-0.03610,
13500000000,0.96160,0.33828,3.48458,0.02221,0.99033,-0.13226,-0.03551,
13800000000,0.94079,0.32584,3.48997,0.01755,0.99167,-0.12297,-0.03419,
13850000000,0.94879,0.29968,3.47652,0.01569,0.99348,-0.10762,-0.03413,
13900000000,0.95198,0.27799,3.46649,0.01388,0.99569,-0.08509,-0.03404,
14000000000,0.95315,0.26578,3.46209,0.01058,0.99912,-0.02260,-0.03386,
14050000000,0.95730,0.26662,3.46198,0.00884,0.99926,0.01635,-0.03377,
14100000000,0.96086,0.27209,3.46284,0.00724,0.99777,0.05723,-0.03364,
14150000000,0.96489,0.27862,3.46399,0.00580,0.99473,0.09667,-0.03353,
