3,0.70002,-0.03202,3.06658,-0.00235,0.99964,0.00053,0.02658,0.24186,-0.04911,-0.16770,
4,0.69989,-0.01773,3.09249,-0.00292,0.99960,0.00055,0.02816,0.18038,-0.05463,-0.13015,
4,0.69997,-0.02276,3.08620,-0.00259,0.99963,0.00059,0.02719,0.16670,-0.05271,-0.11661,
4,0.69997,-0.02559,3.08260,-0.00235,0.99966,0.00061,0.02614,0.15616,-0.05116,-0.10605,
4,0.69830,-0.02663,3.08257,-0.00223,0.99968,0.00061,0.02514,0.14483,-0.05085,-0.09621,
4,0.69506,-0.02224,3.02266,-0.00272,1.00000,0.00070,0.00067,0.11656,-0.06170,-0.07005,
4,0.57537,-0.01690,2.50901,-0.00165,0.99978,0.00093,-0.02087,0.03477,-0.04067,-0.24915,
4,0.57087,-0.00618,2.40245,-0.00091,0.99919,0.00089,-0.04016,0.08394,-0.02525,-0.30860,
4,0.60322,-0.00258,2.30868,-0.00047,0.99838,0.00076,-0.05689,0.19490,-0.01843,-0.37352,
4,0.62915,-0.01085,2.25179,-0.00106,0.99763,0.00078,-0.06875,0.29364,-0.03262,-0.42018,
4,0.65029,-0.01796,2.26335,-0.00156,0.99708,0.00096,-0.07632,0.37629,-0.04420,-0.40606,
4,0.67468,-0.02225,2.27273,-0.00157,0.99664,0.00102,-0.08195,0.46412,-0.04807,-0.39602,
4,0.70283,-0.02834,2.27496,-0.00167,0.99627,0.00119,-0.08626,0.55607,-0.05404,-0.39121,
4,0.73890,-0.03208,2.26838,-0.00163,0.99598,0.00124,-0.08956,0.65494,-0.05638,-0.39458,
4,0.78044,-0.03571,2.26348,-0.00156,0.99575,0.00128,-0.09206,0.75621,-0.05807,-0.39510,
4,0.82699,-0.03774,2.25772,-0.00138,0.99556,0.00129,-0.09406,0.85901,-0.05704,-0.39526,
4,0.89212,-0.03951,2.26977,-0.00112,0.99532,0.00137,-0.09663,0.98528,-0.05407,-0.37678,
4,0.95108,-0.04387,2.27069,-0.00124,0.99515,0.00143,-0.09831,1.09599,-0.05814,-0.36717,
4,1.01254,-0.04634,2.27177,-0.00119,0.99503,0.00145,-0.09954,1.20277,-0.05863,-0.35563,
4,1.07795,-0.04886,2.27323,-0.00116,0.99493,0.00147,-0.10051,1.30845,-0.05937,-0.34223,
4,1.14822,-0.05106,2.27608,-0.00112,0.99485,0.00148,-0.10136,1.41463,-0.05968,-0.32631,
4,1.22141,-0.05412,2.27986,-0.00110,0.99478,0.00150,-0.10204,1.51861,-0.06101,-0.30832,
5,1.29877,-0.05781,2.28615,-0.00114,0.99472,0.00152,-0.10262,1.62239,-0.06340,-0.28697,
5,1.38074,-0.06088,2.29478,-0.00119,0.99467,0.00153,-0.10313,1.72619,-0.06567,-0.26210,
5,1.46188,-0.06357,2.29810,-0.00119,0.99559,0.00154,-0.09376,1.81680,-0.06646,-0.26467,
