5,0.32160,0.40028,-0.02221,0.03235,0.99919,-0.01325,0.01974,1.12223,1.09755,-0.03885,
5,0.50235,0.57016,-0.03784,0.03530,0.99895,-0.02422,0.01643,1.37173,1.24882,-0.05901,
5,0.51745,0.58641,-0.03540,0.03410,0.99861,-0.03588,0.01806,1.35595,1.16110,-0.04811,
5,0.58572,0.64525,-0.03939,0.03433,0.99809,-0.04804,0.01840,1.41917,1.14054,-0.04720,
5,0.65415,0.70309,-0.04219,0.03394,0.99746,-0.06054,0.01610,1.22073,1.13818,-0.08330,
5,0.68856,0.74511,-0.04455,0.03305,0.99668,-0.07296,0.01430,0.99836,1.13025,-0.08514,
5,0.73077,0.79722,-0.04718,0.03183,0.99591,-0.08326,0.01459,0.88138,1.14306,-0.08957,
5,0.78490,0.87588,-0.05410,0.03275,0.99498,-0.09359,0.01369,0.71002,1.21780,-0.07721,
5,0.81561,0.92987,-0.05858,0.03267,0.99392,-0.10417,0.01464,0.60299,1.23680,-0.11416,
5,0.82789,0.98305,-0.06020,0.03226,0.99278,-0.11457,0.01492,0.37608,1.27320,-0.07518,
5,0.85391,1.05086,-0.06671,0.03251,0.99154,-0.12452,0.01674,0.43555,1.26558,-0.07867,
5,0.88065,1.12036,-0.07004,0.03263,0.99020,-0.13453,0.01820,0.50280,1.25042,-0.08387,
5,0.90935,1.18733,-0.07135,0.03235,0.98875,-0.14479,0.01927,0.56320,1.22690,-0.08384,
5,0.93600,1.24495,-0.07456,0.03207,0.98715,-0.15532,0.01974,0.61491,1.18975,-0.08312,
5,0.96933,1.30660,-0.07301,0.03155,0.98538,-0.16617,0.02048,0.66531,1.15540,-0.07158,
5,0.99859,1.35925,-0.07648,0.03124,0.98343,-0.17735,0.02082,0.70691,1.10990,-0.06784,
5,1.03000,1.42056,-0.07650,0.03073,0.98137,-0.18873,0.01854,0.51874,1.17015,-0.08575,
5,1.05288,1.47950,-0.08169,0.02978,0.97960,-0.19787,0.01882,0.41157,1.21776,-0.09621,
6,1.07672,1.55227,-0.08423,0.03020,0.97769,-0.20706,0.01816,0.23646,1.32194,-0.08003,
6,1.09003,1.62597,-0.09013,0.03117,0.97562,-0.21642,0.01877,0.14447,1.38967,-0.12004,
6,1.09489,1.69791,-0.09590,0.03089,0.97355,-0.22559,0.01860,-0.04996,1.48865,-0.09035,
6,1.11539,1.80105,-0.10591,0.03087,0.97151,-0.23432,0.01758,-0.18224,1.62012,-0.11326,
6,1.10335,1.87932,-0.11124,0.03037,0.96915,-0.24379,0.02000,-0.18118,1.62590,-0.09726,
6,1.11627,1.98179,-0.11941,0.03095,0.96687,-0.25242,0.02207,-0.10158,1.62331,-0.09397,
6,1.11217,2.06057,-0.12401,0.03102,0.96462,-0.26078,0.02326,-0.05203,1.58586,-0.10055,
6,1.10291,2.14438,-0.12860,0.03086,0.96227,-0.26933,0.02350,-0.01494,1.55322,-0.10268,
6,1.10092,2.21701,-0.13320,0.03054,0.95977,-0.27811,0.02379,0.02432,1.50735,-0.10060,
6,1.11778,2.30451,-0.13723,0.03016,0.95711,-0.28715,0.02413,0.07941,1.47836,-0.09733,
6,1.12293,2.37654,-0.14160,0.02988,0.95416,-0.29681,0.02446,0.11424,1.43079,-0.09206,
6,1.14931,2.45936,-0.14502,0.02958,0.95097,-0.30684,0.02501,0.16609,1.39569,-0.08735,
6,1.16380,2.52404,-0.15162,0.02988,0.94758,-0.31711,0.02527,0.20195,1.34242,-0.08729,
6,1.18778,2.59818,-0.15537,0.02963,0.94385,-0.32804,0.02555,0.24035,1.29617,-0.08145,
6,1.23085,2.69916,-0.16561,0.02933,0.93999,-0.33917,0.02274,0.11083,1.44987,-0.12624,
6,1.28002,2.81229,-0.17419,0.02856,0.93673,-0.34816,0.02260,0.07516,1.57611,-0.14185,
6,1.29923,2.90414,-0.18381,0.02872,0.93324,-0.35733,0.02344,0.00012,1.67190,-0.18223,
6,1.36918,3.07533,-0.18852,0.02928,0.92964,-0.36645,0.02526,0.12364,1.74000,-0.10514,
6,1.38684,3.16884,-0.19428,0.02927,0.92591,-0.37562,0.02715,0.16144,1.69561,-0.11159,
6,1.36424,3.26498,-0.20053,0.03042,0.92211,-0.38483,0.02629,0.16338,1.66520,-0.12153,
6,1.38411,3.35235,-0.20593,0.02916,0.91815,-0.39429,0.02620,0.19701,1.61180,-0.12517,
7,1.46758,3.49083,-0.21001,0.02806,0.91393,-0.40405,0.02637,0.30197,1.62773,-0.12326,
7,1.50647,3.59124,-0.21472,0.02741,0.90945,-0.41406,0.02642,0.33981,1.59590,-0.11828,
7,1.50251,3.63826,-0.21349,0.02764,0.90471,-0.42433,0.02610,0.32282,1.50506,-0.10213,
7,1.53652,3.73529,-0.21775,0.02537,0.89987,-0.43480,0.02320,0.18995,1.66646,-0.13700,
7,1.49116,3.76148,-0.21505,0.02514,0.89580,-0.44316,0.02295,0.04481,1.69576,-0.13292,
7,1.49267,3.85132,-0.22082,0.02416,0.89165,-0.45156,0.02167,-0.08419,1.86639,-0.12223,
7,1.48086,3.92105,-0.22259,0.02527,0.88725,-0.46009,0.02135,-0.15429,1.94385,-0.15294,
7,1.46086,4.00413,-0.22929,0.02427,0.88295,-0.46841,0.02018,-0.29646,2.10831,-0.12390,
