4099999999,0.76437,-0.12667,0.01129,0.99752,0.00823,-0.00714,0.06947,
4150000000,0.78441,-0.14406,0.01174,0.99725,0.00890,-0.00865,0.07311,
4350000000,0.90576,-0.20810,0.01383,0.99504,0.01149,-0.01078,0.09818,
4550000000,0.99797,-0.27422,0.01348,0.99240,0.01321,-0.01292,0.12163,
4750000000,1.09088,-0.34861,0.01374,0.98831,0.01624,-0.01781,0.15056,
4950000000,1.12861,-0.43701,0.01290,0.98529,0.01688,-0.01720,0.16918,
5150000000,1.18662,-0.52033,0.01317,0.98077,0.01785,-0.02218,0.19306,
5400000000,1.19893,-0.66839,0.01054,0.97639,0.01773,-0.02125,0.21422,
5550000000,1.21202,-0.75663,0.00839,0.97318,0.01761,-0.02113,0.22840,
5750000000,1.22293,-0.89070,0.00635,0.96845,0.01824,-0.02419,0.24737,
5950000000,1.23705,-1.01913,0.00541,0.96277,0.01787,-0.02215,0.26882,
6100000000,1.24822,-1.12968,0.00465,0.95846,0.01841,-0.02128,0.28385,
6350000000,1.29883,-1.28381,0.00692,0.94634,0.01877,-0.02142,0.32191,
6500000000,1.30742,-1.40378,0.00619,0.94029,0.01892,-0.01943,0.33930,
6750000000,1.32366,-1.58195,0.00766,0.92898,0.01764,-0.01863,0.36924,
6850000000,1.31830,-1.67492,0.00746,0.92516,0.01771,-0.01787,0.37874,
7100000000,1.34181,-1.90810,0.00941,0.91187,0.01735,-0.01055,0.40999,
7400000000,1.34963,-2.23781,0.01206,0.89810,0.01845,-0.00793,0.43933,
7600000000,1.34888,-2.50577,0.01590,0.89020,0.01666,-0.00421,0.45525,
7750000000,1.33602,-2.71757,0.01767,0.88547,0.01480,-0.00211,0.46445,
7950000000,1.40646,-2.94793,0.02382,0.87261,0.01348,0.00248,0.48823,
8199999999,1.49621,-3.30791,0.03125,0.85647,0.01675,0.00145,0.51592,
8400000000,1.58398,-3.65931,0.03806,0.84772,0.01710,0.00546,0.53014,
8700000000,1.71525,-4.15029,0.04802,0.83561,0.01457,0.00930,0.54905,
8950000000,1.89055,-4.49898,0.05899,0.81883,0.01484,0.00920,0.57377,
9150000000,2.11443,-4.80204,0.06915,0.80601,0.01290,0.01470,0.59157,
9400000000,2.43782,-5.16927,0.08291,0.79076,0.01489,0.01583,0.61174,
9700000000,2.89888,-5.57414,0.09831,0.77324,0.01124,0.02248,0.63362,
9950000000,3.30471,-5.77733,0.11375,0.76009,0.00699,0.02441,0.64932,
10200000000,3.84269,-5.81497,0.12937,0.74004,0.00332,0.02543,0.67207,
10500000000,4.40456,-5.84363,0.14331,0.71693,-0.00007,0.02446,0.69672,
10750000000,4.86927,-5.88654,0.15606,0.70319,-0.00316,0.02189,0.71065,
10950000000,5.32746,-5.86715,0.16278,0.68760,-0.00752,0.02167,0.72573,
11250000000,6.01891,-5.72976,0.17511,0.66053,-0.00907,0.01956,0.75049,
11450000000,6.44363,-5.63425,0.18562,0.64682,-0.01206,0.01966,0.76229,
11700000000,6.84121,-5.47217,0.19918,0.62650,-0.01118,0.01437,0.77921,
11950000000,7.42369,-5.19107,0.20780,0.60358,-0.01587,0.01583,0.79699,
12100000000,7.72721,-5.05932,0.21569,0.59276,-0.01337,0.01421,0.80515,
12350000000,8.14826,-4.82668,0.23082,0.57612,-0.01612,0.01151,0.81712,
12550000000,8.50587,-4.57395,0.23761,0.55697,-0.01709,0.00992,0.83030,
12800000000,9.02815,-4.15985,0.24633,0.53596,-0.01802,0.00838,0.84401,
13050000000,9.42374,-3.78144,0.25819,0.51575,-0.02042,0.00749,0.85646,
13250000000,9.76188,-3.46307,0.26790,0.50396,-0.01905,0.00531,0.86350,
13450000000,10.05587,-3.12610,0.27738,0.48909,-0.01972,0.00426,0.87200,
13700000000,10.41361,-2.56398,0.28392,0.46399,-0.02078,0.00337,0.88559,
13850000000,10.76229,-2.13577,0.28185,0.45279,-0.02253,0.00474,0.89132,
14150000000,11.13385,-1.50656,0.29632,0.43355,-0.02406,0.00380,0.90080,
14350000000,11.34092,-1.09020,0.30622,0.42157,-0.02291,0.00237,0.90650,
14550000000,11.55756,-0.62874,0.31562,0.40898,-0.02120,0.00025,0.91230,
14700000000,11.73728,-0.14921,0.31726,0.39578,-0.02492,0.00111,0.91801,
14950000000,11.95671,0.67369,0.31928,0.36160,-0.02460,0.00311,0.93200,
15100000000,12.08987,1.17221,0.32133,0.34586,-0.02640,0.00512,0.93790,
15350000000,12.23496,1.95845,0.32600,0.31777,-0.02545,0.00427,0.94782,
15650000000,12.40222,2.96764,0.32691,0.28610,-0.02432,0.00532,0.95788,
15900000000,12.56544,3.83849,0.32661,0.26821,-0.02496,0.00695,0.96301,
16250000000,12.68360,5.23620,0.31402,0.22528,-0.02181,0.00910,0.97401,
16550000000,12.74900,6.48102,0.30036,0.19064,-0.02405,0.01271,0.98128,
16899999999,12.84534,8.01622,0.28083,0.16226,-0.02264,0.01477,0.98638,
17250000000,12.84406,9.46680,0.25583,0.13974,-0.01981,0.01666,0.98985,
17600000000,12.86556,11.17898,0.22620,0.12436,-0.02087,0.01738,0.99187,
18000000000,12.76238,13.15174,0.18902,0.10648,-0.01785,0.01674,0.99401,
18350000000,12.61919,14.92599,0.15063,0.10542,-0.01527,0.01632,0.99418,
18850000000,12.55949,17.25305,0.10757,0.11173,-0.01507,0.01671,0.99348,
19300000000,12.52539,19.35328,0.06808,0.11869,-0.01188,0.01669,0.99272,
