1749131156,0.00658,-0.00160,-0.00216,0.96371,-0.00549,0.00160,-0.26688,-0.01638,0.01270,-0.00281,
1749131156,0.01350,-0.00580,-0.00388,0.95596,-0.00497,0.00213,-0.29343,-0.02756,0.01444,-0.00433,
1749131156,0.01376,-0.00642,-0.00472,0.94731,-0.00505,0.00213,-0.32028,-0.02715,0.00962,-0.00594,
1749131156,0.01217,-0.00511,-0.00558,0.93795,-0.00526,0.00214,-0.34673,-0.03393,0.01570,-0.00439,
1749131157,0.01360,-0.00634,-0.00614,0.92834,-0.00540,0.00218,-0.37170,-0.01444,0.00320,-0.00022,
1749131157,0.01711,-0.00854,-0.00701,0.91834,-0.00544,0.00241,-0.39574,-0.01188,0.01155,-0.00336,
1749131157,0.02046,-0.01085,-0.00774,0.90775,-0.00532,0.00257,-0.41947,-0.00581,0.01298,-0.00619,
1749131157,0.02389,-0.01382,-0.00780,0.89648,-0.00501,0.00260,-0.44305,0.00404,0.00442,-0.00508,
1749131157,0.02748,-0.01874,-0.00698,0.88384,-0.00452,0.00242,-0.46777,0.01585,-0.02250,-0.00222,
1749131157,0.03148,-0.02414,-0.00504,0.87095,-0.00403,0.00216,-0.49135,0.02559,-0.03709,0.00367,
1749131157,0.03614,-0.02946,-0.00374,0.85738,-0.00373,0.00188,-0.51467,0.03384,-0.04866,0.00825,
1749131157,0.04042,-0.03536,-0.00293,0.84372,-0.00343,0.00159,-0.53677,0.03278,-0.04095,0.00603,
1749131157,0.04295,-0.03973,-0.00253,0.82881,-0.00317,0.00126,-0.55952,0.02296,-0.02763,0.00482,
1749131157,0.04381,-0.04272,-0.00232,0.81372,-0.00299,0.00088,-0.58125,0.01520,-0.01668,0.00560,
1749131158,0.04243,-0.04359,-0.00259,0.79835,-0.00288,0.00039,-0.60219,0.00678,-0.00959,0.00289,
1749131158,0.03897,-0.04345,-0.00400,0.78172,-0.00281,-0.00022,-0.62362,-0.00253,-0.02067,-0.00171,
1749131158,0.03604,-0.04389,-0.00557,0.76534,-0.00269,-0.00064,-0.64362,-0.01073,-0.00604,-0.00674,
1749131158,0.03519,-0.04682,-0.00642,0.74754,-0.00257,-0.00085,-0.66421,-0.01514,-0.02162,-0.00558,
1749131158,0.03377,-0.05011,-0.00684,0.72877,-0.00240,-0.00086,-0.68475,-0.02372,-0.00739,-0.00508,
1749131158,0.03242,-0.05210,-0.00700,0.71053,-0.00221,-0.00073,-0.70367,-0.02426,0.00668,-0.00470,
1749131158,0.03128,-0.05255,-0.00693,0.69116,-0.00194,-0.00053,-0.72270,-0.02637,0.02375,-0.00297,
1749131158,0.03069,-0.05360,-0.00651,0.67170,-0.00164,-0.00033,-0.74082,-0.02844,0.02232,-0.00113,
