1749131157080217088,0.03316,-0.02511,-0.00447,0.87096,-0.00353,0.00212,-0.49133,
1749131157179677696,0.03712,-0.03084,-0.00372,0.85739,-0.00328,0.00176,-0.51465,
1749131157278988288,0.04059,-0.03670,-0.00313,0.84373,-0.00307,0.00141,-0.53676,
1749131157378898944,0.04225,-0.04070,-0.00284,0.82880,-0.00291,0.00103,-0.55953,
1749131157479109632,0.04175,-0.04245,-0.00296,0.81372,-0.00281,0.00055,-0.58126,
1749131157578120192,0.03920,-0.04210,-0.00385,0.79834,-0.00274,0.00001,-0.60221,
1749131157677580800,0.03716,-0.04311,-0.00495,0.78171,-0.00269,-0.00049,-0.62364,
1749131157776741376,0.03653,-0.04589,-0.00582,0.76533,-0.00253,-0.00063,-0.64363,
1749131157876652032,0.03578,-0.04900,-0.00634,0.74752,-0.00244,-0.00071,-0.66423,
1749131157975812608,0.03475,-0.05229,-0.00658,0.72875,-0.00225,-0.00060,-0.68478,
1749131158074973184,0.03381,-0.05450,-0.00661,0.71050,-0.00201,-0.00042,-0.70369,
1749131158174733824,0.03318,-0.05601,-0.00644,0.69114,-0.00166,-0.00019,-0.72272,
1749131158274494464,0.03290,-0.05752,-0.00609,0.67168,-0.00130,0.00002,-0.74084,
1749131158373955072,0.03268,-0.06026,-0.00544,0.65079,-0.00086,0.00028,-0.75926,
1749131158473415680,0.03242,-0.06543,-0.00484,0.63085,-0.00045,0.00057,-0.77591,
1749131158572876288,0.03277,-0.07219,-0.00410,0.60913,0.00011,0.00101,-0.79307,
1749131158673387008,0.03317,-0.07963,-0.00333,0.58833,0.00066,0.00139,-0.80862,
1749131158771797504,0.03326,-0.08555,-0.00311,0.56737,0.00124,0.00166,-0.82346,
1749131158872458240,0.03227,-0.08934,-0.00305,0.54484,0.00160,0.00167,-0.83854,
1749131158971918848,0.03025,-0.09372,-0.00314,0.52219,0.00188,0.00163,-0.85282,
1749131159070479360,0.02822,-0.09732,-0.00335,-0.49993,-0.00213,-0.00157,0.86606,
1749131159169939968,0.02646,-0.09958,-0.00378,-0.47438,-0.00237,-0.00150,0.88032,
